 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.566  470.134  549.226  633.880  654.831  683.128
    0.604  470.143  547.659  628.861  649.004  676.045
    0.642  470.152  545.778  623.416  642.721  668.471
    0.680  470.161  543.529  617.427  635.853  660.253
    0.717  470.169  541.655  612.371  630.045  653.305
    0.755  470.177  542.063  611.969  629.444  652.430
    0.793  470.184  528.879  585.036  599.252  617.342
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.50   69.197  470.000  470.188  550.022  662.254
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.404  490.368  492.394  496.633
    0.076  470.003  489.673  546.272  553.066  568.839
    0.113  470.008  491.776  546.495  553.064  568.313
    0.151  470.012  494.323  549.846  556.490  572.004
    0.189  470.016  497.161  554.713  561.568  577.711
    0.227  470.021  499.971  559.727  566.811  583.639
    0.264  470.026  502.599  564.334  571.621  589.069
    0.302  470.031  505.036  568.492  575.953  593.947
    0.340  470.036  507.129  571.781  579.360  597.739
    0.378  470.041  508.836  574.121  581.757  600.349
    0.415  470.046  510.269  575.839  583.497  602.195
    0.453  470.051  511.130  576.180  583.775  602.329
    0.491  470.056  511.622  575.712  583.198  601.470
    0.529  470.061  511.697  574.327  581.653  599.488
    0.566  470.065  511.281  571.871  578.974  596.193
    0.604  470.070  510.465  568.583  575.418  591.891
    0.642  470.074  509.484  565.051  571.608  587.314
    0.680  470.079  508.312  561.203  567.467  582.369
    0.717  470.083  507.335  557.948  563.961  578.184
    0.755  470.087  507.547  557.581  563.527  577.582
    0.793  470.090  500.677  540.870  545.724  556.862
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.60   86.496  470.000  470.092  511.697  583.775
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.468  500.818  506.719  513.445
    0.076  470.007  507.828  587.066  607.093  632.707
    0.113  470.016  511.872  588.480  607.830  632.613
    0.151  470.025  516.771  594.503  614.084  639.343
    0.189  470.034  522.229  602.801  623.019  649.364
    0.227  470.043  527.633  611.291  632.202  659.728
    0.264  470.053  532.686  619.115  640.643  669.242
    0.302  470.063  537.373  626.211  648.270  677.818
    0.340  470.073  541.398  631.910  654.328  684.556
    0.378  470.083  544.681  636.079  658.675  689.288
    0.415  470.094  547.436  639.235  661.898  692.713
    0.453  470.104  549.092  640.163  662.639  693.227
    0.491  470.114  550.040  639.765  661.914  692.039
    0.529  470.124  550.183  637.866  659.529  688.925
    0.566  470.134  549.386  634.211  655.202  683.563
    0.604  470.144  547.816  629.182  649.362  676.465
    0.642  470.153  545.932  623.725  643.068  668.876
    0.680  470.161  543.678  617.725  636.186  660.640
    0.717  470.170  541.800  612.658  630.366  653.678
    0.755  470.178  542.209  612.256  629.763  652.801
    0.793  470.185  528.998  585.269  599.511  617.642
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.60   69.197  470.000  470.188  550.183  662.639
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.413  490.409  492.440  496.687
    0.076  470.003  489.712  546.425  553.233  569.040
    0.113  470.008  491.820  546.650  553.230  568.512
    0.151  470.012  494.372  550.007  556.664  572.211
    0.189  470.016  497.216  554.884  561.751  577.929
    0.227  470.021  500.032  559.908  567.005  583.870
    0.264  470.026  502.665  564.524  571.824  589.311
    0.302  470.031  505.107  568.691  576.165  594.198
    0.340  470.036  507.204  571.986  579.579  597.998
    0.378  470.041  508.914  574.331  581.981  600.614
    0.415  470.046  510.350  576.052  583.724  602.463
    0.453  470.051  511.213  576.394  584.003  602.597
    0.491  470.056  511.706  575.925  583.425  601.736
    0.529  470.061  511.781  574.537  581.876  599.750
    0.566  470.066  511.365  572.076  579.192  596.449
    0.604  470.070  510.546  568.782  575.629  592.139
    0.642  470.075  509.564  565.243  571.812  587.551
    0.680  470.079  508.389  561.386  567.662  582.596
    0.717  470.083  507.410  558.126  564.150  578.403
    0.755  470.087  507.623  557.758  563.715  577.800
    0.793  470.090  500.739  541.013  545.876  557.038
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.70   86.496  470.000  470.092  511.781  584.003
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.485  500.880  506.793  513.533
    0.076  470.007  507.904  587.302  607.367  633.038
    0.113  470.016  511.957  588.718  608.106  632.944
    0.151  470.025  516.865  594.754  614.372  639.687
    0.189  470.034  522.334  603.069  623.325  649.728
    0.227  470.043  527.749  611.576  632.527  660.113
    0.264  470.053  532.813  619.415  640.984  669.647
    0.302  470.063  537.509  626.526  648.626  678.240
    0.340  470.073  541.542  632.237  654.696  684.992
    0.378  470.083  544.831  636.414  659.052  689.735
    0.415  470.094  547.592  639.576  662.282  693.166
    0.453  470.104  549.251  640.506  663.024  693.681
    0.491  470.115  550.201  640.108  662.297  692.490
    0.529  470.125  550.345  638.205  659.908  689.371
    0.566  470.135  549.546  634.542  655.572  683.997
    0.604  470.144  547.973  629.503  649.721  676.885
    0.642  470.153  546.085  624.035  643.414  669.280
    0.680  470.162  543.826  618.022  636.518  661.028
    0.717  470.170  541.945  612.946  630.687  654.051
    0.755  470.178  542.354  612.542  630.083  653.172
    0.793  470.185  529.117  585.501  599.771  617.941
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.70   69.197  470.000  470.188  550.345  663.024
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.422  490.450  492.485  496.741
    0.076  470.003  489.752  546.579  553.399  569.240
    0.113  470.008  491.864  546.804  553.397  568.711
    0.151  470.012  494.421  550.168  556.837  572.417
    0.189  470.016  497.271  555.054  561.935  578.147
    0.227  470.021  500.092  560.089  567.199  584.100
    0.264  470.026  502.731  564.714  572.028  589.552
    0.302  470.031  505.178  568.889  576.378  594.449
    0.340  470.036  507.279  572.191  579.798  598.257
    0.378  470.041  508.993  574.541  582.205  600.878
    0.415  470.046  510.431  576.266  583.951  602.731
    0.453  470.051  511.295  576.609  584.231  602.866
    0.491  470.056  511.790  576.138  583.652  602.003
    0.529  470.061  511.865  574.748  582.100  600.013
    0.566  470.066  511.448  572.281  579.411  596.705
    0.604  470.070  510.628  568.981  575.841  592.386
    0.642  470.075  509.644  565.435  572.016  587.789
    0.680  470.079  508.466  561.570  567.857  582.824
    0.717  470.083  507.486  558.303  564.338  578.622
    0.755  470.087  507.699  557.934  563.902  578.018
    0.793  470.090  500.800  541.156  546.028  557.213
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.80   86.496  470.000  470.092  511.865  584.231
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.502  500.942  506.867  513.621
    0.076  470.007  507.980  587.538  607.642  633.368
    0.113  470.016  512.041  588.957  608.381  633.274
    0.151  470.025  516.959  595.005  614.660  640.031
    0.189  470.034  522.439  603.336  623.631  650.093
    0.227  470.043  527.865  611.861  632.851  660.499
    0.264  470.053  532.939  619.716  641.325  670.053
    0.302  470.063  537.645  626.841  648.982  678.663
    0.340  470.073  541.686  632.563  655.065  685.429
    0.378  470.084  544.982  636.749  659.429  690.181
    0.415  470.094  547.748  639.917  662.665  693.619
    0.453  470.104  549.411  640.849  663.409  694.135
    0.491  470.115  550.362  640.450  662.681  692.942
    0.529  470.125  550.507  638.543  660.287  689.816
    0.566  470.135  549.706  634.873  655.942  684.431
    0.604  470.144  548.130  629.824  650.080  677.305
    0.642  470.153  546.238  624.345  643.760  669.684
    0.680  470.162  543.975  618.320  636.851  661.415
    0.717  470.170  542.089  613.234  631.008  654.424
    0.755  470.178  542.500  612.829  630.403  653.543
    0.793  470.186  529.236  585.734  600.030  618.240
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.80   69.197  470.000  470.189  550.507  663.409
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.431  490.491  492.530  496.794
    0.076  470.003  489.792  546.733  553.566  569.440
    0.113  470.008  491.908  546.958  553.563  568.910
    0.151  470.012  494.470  550.329  557.010  572.624
    0.189  470.017  497.326  555.225  562.118  578.366
    0.227  470.021  500.153  560.270  567.393  584.330
    0.264  470.026  502.796  564.904  572.231  589.794
    0.302  470.031  505.248  569.088  576.590  594.701
    0.340  470.036  507.354  572.397  580.017  598.516
    0.378  470.041  509.071  574.750  582.428  601.143
    0.415  470.046  510.512  576.479  584.179  602.999
    0.453  470.051  511.378  576.823  584.459  603.134
    0.491  470.056  511.874  576.351  583.878  602.270
    0.529  470.061  511.949  574.958  582.324  600.276
    0.566  470.066  511.531  572.487  579.629  596.961
    0.604  470.070  510.710  569.179  576.052  592.633
    0.642  470.075  509.723  565.626  572.219  588.027
    0.680  470.079  508.544  561.754  568.053  583.052
    0.717  470.083  507.561  558.480  564.527  578.841
    0.755  470.087  507.774  558.111  564.090  578.236
    0.793  470.091  500.862  541.299  546.180  557.389
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.90   86.496  470.000  470.092  511.949  584.459
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.519  501.004  506.941  513.708
    0.076  470.007  508.057  587.775  607.916  633.699
    0.113  470.016  512.126  589.196  608.657  633.604
    0.151  470.025  517.053  595.256  614.948  640.375
    0.189  470.034  522.545  603.604  623.937  650.457
    0.227  470.043  527.981  612.145  633.175  660.885
    0.264  470.053  533.066  620.017  641.666  670.458
    0.302  470.063  537.781  627.156  649.338  679.086
    0.340  470.073  541.830  632.890  655.433  685.865
    0.378  470.084  545.132  637.084  659.806  690.627
    0.415  470.094  547.905  640.258  663.049  694.073
    0.453  470.105  549.570  641.192  663.794  694.590
    0.491  470.115  550.524  640.792  663.064  693.394
    0.529  470.125  550.668  638.881  660.665  690.261
    0.566  470.135  549.866  635.204  656.313  684.866
    0.604  470.145  548.287  630.145  650.438  677.724
    0.642  470.154  546.391  624.655  644.106  670.088
    0.680  470.162  544.123  618.618  637.183  661.802
    0.717  470.171  542.234  613.521  631.328  654.797
    0.755  470.179  542.645  613.116  630.723  653.915
    0.793  470.186  529.355  585.966  600.290  618.540
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.90   69.197  470.000  470.189  550.668  663.794
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.439  490.532  492.575  496.848
    0.076  470.003  489.831  546.887  553.732  569.640
    0.113  470.008  491.951  547.112  553.730  569.109
    0.151  470.012  494.519  550.490  557.184  572.831
    0.189  470.017  497.380  555.396  562.302  578.584
    0.227  470.021  500.213  560.451  567.587  584.561
